,Title,Label
765,반려견 키운다면 오늘 꼭 버거킹을 가야 하는 이유,0
766,햄버거를 젓가락으로 먹는다고 버거킹 광고 인종차별 논란,-1
767,11일 11번가에서는 빕스이용권이 1100원,0
768,버거킹 몬스터 시리즈 론칭 1년만에 1100만개 판매 돌파,1
769,버거킹 트러플허니 아이스크림 출시 및 할인 이벤트 진행,1
770,버거킹 트러플허니 아이스크림 출시 및 할인 이벤트 진행,1
771,컨슈머리뷰 노브랜드 붙인 정용진 버거 더 강력해진 가성비에 흡족,0
772,버거킹 독퍼’를 매장  딜리버리 모두 무료 증정 캠페인 앵콜 진행,0
773,버거킹에서 만든 독퍼 무엇,0
774,디쉐어 VIG파트너스로부터 1650억원 투자 유치,1
775,버거킹 통모짜와퍼 출시이탈리아산 모짜렐라 자연치즈가 패티로,1
776,버거킹 독퍼 또 나왔다커지는 시장 펫팸족 마음 잡아라,0
777,덜 쓰고 더 버는 똑똑한 광고는 에드워드 팽크 WARC 아시아퍼시픽 부사장,0
778,버거킹 딜리버리 서비스 이용 고객 대상 반려견 간식 독퍼’ 무료 증정 캠,0
779,버거킹 프로모션 어셈블’ 세 번째 인기 버거 3종 중 2개 5000원 판매,1
780,버거킹 프로모션 어셈블’ 세 번째 인기 버거 3종 중 2개 5000원 판매,1
781,버거킹 독일 웹사이트와 앱에서 비트코인BTC 결제 허용 VS 삼성전자 블록,0
782,글로벌 입맛은 韓으로 통한다”세계 호령하는 K푸드,0
783,11번가의 추석 월간십일절 맞아 버거킹→빕스 e쿠폰 최대 90 할인,0
784,메쉬코리아 부릉 버거킹 배달대행 재계약,0
785,11번가 9월 십일절 추석 e쿠폰 최대 90 할인,0
786,버거킹 트러플허니 아이스크림’ 출시 및 할인 이벤트 진행,1
787,버거킹 바삭킹 VS 롯데리아 오징어버거 버거러버들의 선택은’,0
788,11번가 월간십일절 버거킹 베이컨치즈와퍼콤보 50 할인빕스·KFC·에어팟,0
789,버거킹 카톡 플친 브랜드 채널 최초로 300만명 돌파하며 1위 수성,1
790,버거킹 카톡 플친 브랜드 채널 최초로 300만명 돌파하며 1위 수성,1
791,월간십일절 버거킹 이벤트 기회는 남았다12시에 할인 상품 있어,0
792,11번가 십일절 e쿠폰 최대 90 할인,0
793,버거킹 트러플허니 아이스크림’ 출시,1
794,롯데리아에 맥도날드 버거킹까지 9월 행사 한눈에 보기 퀴즈만 맞추면 세계여,0
795,마니커에프앤지 상장 통해 급성장하는 가정간편식 시장 공략하겠다,0
796,오늘17일 버거킹 가면 육즙 좔좔 통새우와퍼주니어치즈와퍼주니어 2개 5,0
797,콩으로 만든 인공고기 내달 중국 슈퍼마켓서 팔린다,0
798,버거킹프로모션 어셈블 마지막 킹스위크불고기버거’ 할인 판매,0
799,메쉬코리아 부릉 버거킹과 배달 대행 재계약,0
800,메쉬코리아 부릉 버거킹과 배달 대행 재계약,0
801,버거킹 LA 등서 교통체증 차에 배달 검토,0
802,CVC 키잡은 최문석 대표 여기어때 공격적 인수합병 노릴까,0
803,해커스공무원 10월 지방직∙서울시 7급 합격예측 풀서비스 출시 예고,1
804,로컬 이슈도 표현은 무조건 글로벌해야,0
805,월간십일절 버거킹 50 할인 이벤트구매 방법은,0
806,버거킹 트러플허니 아이스크림’ 출시및 할인 이벤트 진행,1
807,11번가 9월 십일절 추석 e쿠폰 최대 90 할인,0
808,광고기업 LG삼성 8K TV 경쟁 디스 광고’에 욕설까지,0
809,이동호의 미래세상 생각의 질량质量이 미래를 좌우한다,0
810,이동호의 미래세상 생각의 질량质量이 미래를 좌우한다,0
811,젓가락으로 햄버거를버거킹 광고 인종차별 논란,-1
812,11번가 추석 맞이 빕스 이용권 90 할인 e쿠폰 판매,0
813,버거킹 인기 메뉴 파격할인 프로모션 어셈블’ 시작,1
814,버거킹 독퍼 이벤트반려견 모시는 집사들 모여라종합,0
815,식물성 고기 맛만 보고 구별할 수 있나 궁금하면 스웨덴 버거킹으로,0
816,기고 자식이 뭔지,0
817,버거킹 바삭킹’ 이득 나에게 올 수 있을지 시도 중 오늘도 하루가 멀다,0
818,버거킹 딜리버리 서비스 이용시 반려견 간식 독퍼’ 무료 증정,0
819,롯데리아·맥도날드 아 옛날이여맘스터치·버거킹 파죽지세,0
820,롯데리아·맥도날드 아 옛날이여맘스터치·버거킹 파죽지세,0
821,세상을 움직이는 광고의 힘 부산서 확인,0
822,버거킹 딜리버리 주문시 강아지 간식 독퍼 무료,0
823,버거킹 프로모션 어셈블 두 번째 킹스위크 와퍼주니어 1900원’ 판매,0
824,자기계발MD 추천 신간 역대급으로 팔리지 않는 시대를 헤쳐 나가는 방법,0
825,월간십일절 버거킹·빕스 할인 자세한 이벤트 내용은 애플 에어팟 2세대,0
826,11번가 추석 전 십일절 더 큰 혜택최대 90 할인,0
827,버거킹 트러플허니 아이스크림’ 출시할인 이벤트,1
828,100 식물성 햄버거는 어떤 맛” 버거킹 임파서블 와퍼,0
829,버거킹 LA·상하이 등서 교통체증에 묶인 운전자에 배달서비스,0
830,100 식물성 햄버거는 어떤 맛” 버거킹 임파서블 와퍼,0
831,버거킹 LA·상하이 등서 교통체증에 묶인 운전자에 배달서비스,0
832,버거킹 프로모션 어셈블 시작,0
833,월간십일절 버거킹·빕스 이어 애플 에어팟 2세대도 관심,0
834,버거킹 독퍼 반려견 간식 딜리버리 이용고객에 무료증정,0
835,버거킹 카카오톡 플러스친구 300만 명 돌파,1
836,월간십일절 버거킹 알뜰족들 좋은 찬스 맞이해 날마다 오는 기회 아니야,0
837,버거킹 메뉴 3종 대상 2개 5000원 판매 진행,0
838,26일까지 버거킹 가면 햄버거 2개 5000원에 먹을 수 있다,0
839,햄버거 좋아하는 사람들을 우울하게 하는 소식이 버거킹’에서 전해졌다,0
840,버거킹 반려견 위한 독퍼 이벤트 실시딜리버리 주문 시 무료,0
841,햄버거 좋아하는 사람들을 우울하게 하는 소식이 버거킹’에서 전해졌다,0
842,만우절인가” 네티즌들 놀라게 만든 오늘10일 버거킹 새 메뉴,0
843,제동 걸린 페이스북 가상화폐 리브라··· 누가 왜 해법은,0
844,버거킹 와퍼주니어 16일까지 53 할인가로 구매 가능,0
845,美 버거킹 고객 학자금 대출 갚아주는 와퍼론 진행,0
846,버거킹 몬스터 시리즈 탄생 1년 1100만 개 판매 돌파,1
847,영상 지방과 육즙까지 재현식물로 만든 버거킹 와퍼’,0
848,메쉬코리아 부릉’ 버거킹과 배달대행 재계약,0
849,부산국제광고제 블랭크 에디션 등 올해 그랑프리 2편 발표,0
850,버거킹 독퍼가 만든 주객전도 현상 공짜’ 간식 궁금해 버거 주문,0
851,버거킹 매장서 바닥 닦던 대걸레로 테이블 쓱싹,0
852,버거킹 카카오톡 플러스친구 300만명 돌파,1
853,월간십일절 버거킹 남은 세트는 세트 3000원대,0
854,펫팸족 잡아라 식품업계 반려동물 전용메뉴 급증,0
855,오늘10일 버거킹에서 햄버거 시키면 우리집 댕댕이 간식 공짜로 준다,0
856,와퍼주니어 2개에 5000원 버거킹 26일까지 프로모션 진행,0
857,버거킹 몬스터 시리즈 탄생 1년 1100만개 판매 돌파,1
858,고기로 당근 만든 美 햄버거 아비스’ 내년 韓 상륙,0
859,월간십일절 버거킹 반값에 즐긴다···빕스 등 주요 상품과 구매 방법은,0
860,버거킹 독퍼 받을 수 있는 조건은,0
861,11번가 9월 십일절 추석 e쿠폰 최대 90 할인,0
862,글로벌 입맛 사로잡은 K푸드스틱커피부터 스테이크까지,0
863,맥도널드냐 스타벅스냐 미 상징 패스트푸드는,0
864,버거킹 배달주문 고객에게 와퍼맛 애견간식 독퍼 증정,0
865,아이스크림 케이크·콰트로치즈와퍼 한국 레시피 역수출되다,0
866,버거킹 가짜고기 버거 팔았더니,0
867,버거킹 카카오톡 플러스친구 300만명 돌파,1
868,모바일 한게임 신맞고 12일 김준현 vs 나미춘 공개 방송 진행 예고,0
869,야옹이랑 같이 드세요 반려동물용 배달음식 메뉴 출시 잇달아,1
870,버거킹 이번주 내내 불고기버거 1800원624630,0
871,버거킹뉴질랜드 젓가락광고로 인종차별 논란,-1
872,오늘의 유통 소식 아디다스 VRCT 가을자켓 출시 外,1
873,버거킹 올데이킹 사딸라 메뉴 5종으로 확대,0
874,버거킹 독퍼 무료 증정 영양와퍼 맛 반려견과 함께 즐겨”종합,0
875,버거킹 바삭킹 VS 롯데리아 오징어버거 리뉴얼 버거와 사이드메뉴의 대결,0
876,버거킹 vs 롯데리아 3900원 햄버거 전쟁,0
877,글로벌 입맛 사로잡은 K푸드’국내 개발 K푸드 역수출 활발,0
878,바닥 닦던 대걸레로 테이블을美플로리다 버거킹 매장 사과,0
879,버거킹 카카오톡 플러스친구 300만명 돌파,1
880,버거킹 vs 롯데리아 3900원 햄버거 전쟁,0
881,글로벌 입맛 사로잡은 K푸드’국내 개발 K푸드 역수출 활발,0
882,바닥 닦던 대걸레로 테이블을美플로리다 버거킹 매장 사과,0
883,버거킹 카카오톡 플러스친구 300만명 돌파,1
884,버거킹 올데이킹ALL DAY KING 프로모션 확대 리뉴얼,0
885,버거킹 반려견 위한 독퍼’ 이벤트 진행딜리버리 주문 시 무료 증정,0
886,HOT 할인이벤트버거킹·써브웨이·미스터피자,0
887,버거킹 35주년 기념 2탄 와퍼주니어 11,0
888,버거킹 트러플허니 아이스크림’ 출시,1
889,바닥 걸레로 테이블 닦다 고객에게 걸린 美버거킹 매장,0
890,바닥 걸레로 테이블 닦다 고객에게 걸린 美버거킹 매장,0
891,11번가 9월 십일절 추석 e쿠폰 최대 90 할인,0
892,배우 김영철 광고계 블루칩 등극 조짐,0
893,버거킹 콰트로치즈와퍼 및 치즈와퍼 단품 3900원에 판매,0
894,젓가락으로 햄버거 먹기 버거킹 광고 인종차별 논란,-1
895,IPO마니커에프앤지 내달 상장글로벌 K푸드 브랜드로 도약,0
896,국제환경단체 그린피스 패스트푸드 업체 아마존 소고기 수입 중단해야”,-1
897,버거킹 4900원 올데이킹 메뉴 5종으로 확대 리뉴얼,0
898,미국 No1 소시지 쟌슨빌X프리미엄 버거 브랜드 버거킹 역대급 콜라보 진행,0
899,버거킹 반려견 간식 독퍼 무료 증정 이벤트딜리버리 주문 시 제공,0
900,미국 No1 소시지 쟌슨빌X프리미엄 버거 브랜드 버거킹 역대급 콜라보 진행,0
901,버거킹 반려견 간식 독퍼 무료 증정 이벤트딜리버리 주문 시 제공,0
902,버거킹 인기메뉴 3종 2개 5000원 프로모션 앵콜 진행,1
903,패스트푸드업계 혁신 아이콘으로 떠오른 대니얼 슈워츠 버거킹 최고경영자,1
904,버거킹 5월엔 5천원만 준비하세요,0
905,버거킹 세번째 킹스위크 프로모션 시작 단 돈 5000원으로 푸짐하게 즐기세,0
906,월간십일절 버거킹 할인교환권 신라호텔 제주 숙박권도 할인 타임딜,0
907,버거킹 바삭킹 나에게 이득 올 수 있을지 시도해 보는 중 오늘도 하루가 멀,0
908,젓가락으로 햄버거 먹는다버거킹 광고 논란,-1
909,버거킹 딜리버리 서비스 이용 고객에게 반려견 간식 증정 행사 진행,0
910,젓가락으로 햄버거를 버거킹 아시아인 비하 광고 논란,-1
911,버거킹 딜리버리 서비스 이용 고객에게 반려견 간식 증정 행사 진행,0
912,버거킹 브랜드 채널 최초 카카오톡 플러스친구 300만명 돌파,1
913,11번가 9월 십일절에 최대 90 e쿠폰 쏜다,0
914,월간십일절 버거킹 50 할인참여 방법은,0
915,월간십일절 버거킹 주니어만 남았다 세트가 3000원대,0
916,버거킹 배달 주문 시 독퍼’ 무료 증정반려견 전용 간식,0
917,美 버거킹 매장 바닥 닦던 대걸레로 테이블 청소하다 적발,-1
918,4차산업혁명의 쌀 데이터파이 키우려면 거래소 필수,-1
919,버거킹 35주년 기념 인기메뉴 3종 2개 5000원 프로모션,1
920,버거킹 35주년 기념 인기메뉴 3종 2개 5000원 프로모션,1
921,마니커에프앤지 내달 상장···윤두현 대표 올해 매출액 1050억 목표,0
922,버거킹 9일까지 와퍼 단품 3천500원,0
923,치즈와퍼콤보 반값에 드세요···월간십일절 버거킹 50 할인 관심 폭주,0
924,버거킹 한국 진출 35주년 기념 인기메뉴 특별 할인 행사,1
925,버거킹 몬스터 시리즈 1년만에 판매 1100만개 돌파,1
926,美 버거킹 교통체증 도로에서 배달 서비스 진행 예정,0
927,글로벌 트렌드 맥모닝 따라잡자美패스트푸드시장 아침밥 전쟁,1
928,블록캐치 벨릭 ICX 스테이킹 보상 서비스 출시 임박​ 外,1
929,커넥츠 자단기 정기 기사·한국사능력검정 합격 확인 서비스 실시,0
930,블록캐치 벨릭 ICX 스테이킹 보상 서비스 출시 임박​ 外,1
931,버거킹 35주년 기념 인기메뉴 3종 대상 2개 5천원 프로모션,1
932,커넥츠 자단기 정기 기사·한국사능력검정 합격 확인 서비스 실시,0
933,누가 햄버거를 젓가락으로 먹어버거킹 광고 인종차별 논란,-1
934,美 버거킹은 어떻게 부활했나,0
935,버거킹 다음 달 2일까지 콰트로치즈와퍼·치즈와퍼 단품 3900원 판매 프로,0
936,버거킹 한국진출 35주년 기념 프로모션 진행 최대 45 할인 혜택,1
937,아이언맨 최애음식 물들어 올 때 노 젓는 버거킹 근황,0
938,종합 반려견 눈치 그만 버거킹 독퍼 출시···먹을 때 주의사항은,1
939,월간십일절 버거킹 반값11시엔 빕스 90 할인도이벤트 내용 살펴보니,0
940,햄버거 브랜드 버거킹 35주년 기념 인기메뉴 5000원 프로모션 진행,1
941,아이언맨 최애음식 물들어 올 때 노 젓는 버거킹 근황,0
942,종합 반려견 눈치 그만 버거킹 독퍼 출시···먹을 때 주의사항은,1
943,햄버거를 젓가락으로 먹는다고’ 뉴질랜드서 버거킹 광고 인종차별’ 논,0
944,월간십일절 버거킹 반값11시엔 빕스 90 할인도이벤트 내용 살펴보니,0
945,정경민의 특허전략 맛있는 음식도 지식재산권으로 보호가 가능한가요,0
946,김화진칼럼버거킹의 팀홀튼 인수,0
947,버거킹 올데이킹ALL DAY KING 사딸라 5종 확대 리뉴얼,0
948,35주년 맞은 프미리엄 버거 브랜드 버거킹 특별 할인 프로모션 진행,0
949,메쉬코리아 부릉’ 버거킹’ 배달대행 재계약 체결,1
950,월간십일절 버거킹 50 싸게먹는 버거킹 베이컨치즈와퍼,0
951,35주년 맞은 프미리엄 버거 브랜드 버거킹 특별 할인 프로모션 진행,0
952,메쉬코리아 부릉’ 버거킹’ 배달대행 재계약 체결,1
953,뻔하지 않고 펀FUN하게펀테크 마케팅 뜬다,0
954,꿀할인꿀이벤 버거킹·롯데리아·써브웨이·맥도날드·잇츠스킨 – 6월 3일,0
955,이런 행사 처음 댕댕이도 주인도 대만족버거킹 독퍼DOGPPER 반응 ,0
956,버거킹 채식 와퍼’ 시험 출시 맛은 어떨까,1
957,뉴스투데이 E 버거킹 콰트로치즈와퍼·치즈와퍼가 단돈 3900원,0
958,MUFFLER입맛 다른 두 멍멍이 버거킹 독퍼 먹고 보인 반응은,0
959,버거킹 불고기버거 1800원에 구매하세요마지막 킹스위크,0
960,버거킹 불고기버거 1800원에 구매하세요마지막 킹스위크,0
961,베트남 버거를 젓가락으로 버거킹 뉴질랜드 인종차별 광고 논란,-1
962,월간십일절 버거킹 좋은 찬스 맞이해 알뜰족들 반색 중,0
963,버거킹 독퍼DOGPPER 반응 폭발 댕댕이도 주인도 대만족 이런 행사는 처,0
964,부산국제광고제 공익부문 그랑프리에 UAE 임팩트 비비디오 블랭크 에디션’,0
965,월간십일절 버거킹 날마다 오는 기회 아니야 알뜰족들 좋은 찬스 맞이해,0
966,바닥 청소하던 대걸레로 테이블까지 청소美 버거킹 매장 경악’,0
967,한국시장 진출 35주년 버거킹 버거 3종 최대 45 할인프로모션 진행,1
968,월간십일절 버거킹 50 할인 빕스 90할인까지상세 구매 방법은,0
969,버거킹 고기 없는임파시블 와퍼’내달부터 판매,0
970,버거킹 볼케이노칠리와파 등 신제품 출시,1
971,버거킹 35주년 기념 2탄 와퍼주니어 11 판매 진행,0
972,버거킹 고기 없는 와퍼 출시맛 차이 없어요,1
973,버거킹 오는 25일까지 몬스터X 몬스터와퍼 세트 업 쿠폰 행사 진행,0
974,맥도날드 식물성 고기 든 햄버거 美출시 준비 중,1
975,버거킹 일주일 간 인기메뉴 3종 대상 2개 5000원 판매 실시,1
976,버거킹 독퍼 우리집 댕댕이를 위한 선물,0
977,월간십일절 버거킹 11번가 단독 반값 한정수량 판매 유의사항은,0
978,상장예정 마니커에프앤지 온라인 판매 확대로 B2C 시장 공략”,0
979,버거킹 2019년 9차 정규직 영업관리직Manager 채용 7월 28일 18시 마감,0
980,버거킹 고기없는 와퍼 출시맛 차이 없어요,1
981,월간십일절 버거킹 11번가 단독 반값 한정수량 판매 유의사항은,0
982,상장예정 마니커에프앤지 온라인 판매 확대로 B2C 시장 공략”,0
983,버거킹 2019년 9차 정규직 영업관리직Manager 채용 7월 28일 18시 마감,0
984,젓가락으로 햄버거 먹기’ 광고로 인종차별 논란버거킹 무대응 일관 비,-1
985,이번 주말 버거킹 롯데리아 KFC에서 즐기는 이색 신제품 메뉴,1
986,버거킹 딜리버리 서비스 이용 고객 대상 반려견 간식 독퍼 무료 증정,0
987,월간십일절 빕스 타 쿠폰 중복 적용 불가한 90 할인11번가 이벤트 버거킹,0
988,버거킹 볼케이노칠리와퍼 볼케이노칠리프라이 출시,1
989,버거킹 드라이브 스루 고객 대상 통새우 2종 무료 세트업 이벤트,0
990,버거킹 독퍼 반려견 인싸템 등극 네티즌들 잘 먹어서 좋아요,1
991,월간십일절 빕스 타 쿠폰 중복 적용 불가한 90 할인11번가 이벤트 버거킹,0
992,버거킹 볼케이노칠리와퍼 볼케이노칠리프라이 출시,1
993,버거킹 드라이브 스루 고객 대상 통새우 2종 무료 세트업 이벤트,0
994,버거킹 35주년 기념 인기메뉴 3종 2개 5000원 프로모션,1
995,바로고 셔틀딜리버리와 서비스 가능 지역 확대 MOU,1
996,쫀득쫀득달콤한 초콜릿 바 트윅스 통째로 갈아 넣은 버거킹 밀크셰이크,0
997,버거킹 사딸라 올데이킹ALL DAY KING’ 이모티콘 무료 배포,0
998,미국 버거킹 진짜 소고기와 구별 안 되는 채식 와퍼 출시,1
999,N쿡모아 무더위 지친 입맛 잡는다든든하고 맛있게 한끼,0
1000,버거킹 사딸라 올데이킹ALL DAY KING’ 이모티콘 무료 배포,0
1001,미국 버거킹 진짜 소고기와 구별 안 되는 채식 와퍼 출시,1
1002,N쿡모아 무더위 지친 입맛 잡는다든든하고 맛있게 한끼,0
1003,버거킹 한국진출 35주년 맞아 인기메뉴 3종 중 2개 5000원에 선보여,1
1004,버거킹 트러플허니 아이스크림’ 출시 및 할인 이벤트 진행,1
1005,버거킹 치즈버거 3000만큼 사랑하는 마니아들 모여라,0
1006,젓가락으로 햄버거를버거킹 광고 인종차별 논란,-1
1007,버거킹 몬스터 시리즈 탄생 1년 1100만 개 판매 돌파,1
1008,월간십일절 버거킹 계속 쏟아지는 혜택 햄버거 반값에유의사항은,0
1009,칸 라이언즈 2019 종말에 살아남은 자가 주는 가이드 버거킹 세미나,0
1010,버거킹 반려견 간식 독퍼 무료 증정 이제 눈치보지 마세요,0
1011,진짜 고기맛버거킹의 도전 임파서블 버거,0
1012,유통오늘 롯데칠성음료 칠성사이다 새 모델에 배우 홍종현,0
1013,버거킹 한국 진출 35주년 기념 인기메뉴 5000원 프로모션 마련해,1
1014,버거킹 몬스터 시리즈 출시 1년 누적 판매량 1100만개 돌파,1
1015,꿀할인꿀이벤 클럽클리오·에뛰드하우스·버거킹·도미노피자·맥도날드 –,0
1016,사딸라로 빵 터졌다마케팅 고수 버거킹 맥도날드 넘어서나,0
1017,메쉬코리아 부릉’버거킹’ 배달대행 재계약 체결,1
1018,미국에서 출시 예정인 버거킹 새로운 임파서블 와퍼,1
1019,W_인터뷰 광고계 여성 리더 1세대 조안나·로빈·주리펑 문제를 해결하라,-1
1020,버거킹 콰트로치즈와퍼·치즈와퍼 단품 3900원 판매,0
1021,두 가지 버거를 5000원에 즐기는 버거킹 35주년 기념 프로모션,0
1022,11번가 9월 십일절 e쿠폰 판매빕스 연어 이용권 90 할인 등,0
1023,버거킹 올데이킹 사딸라 적용 메뉴 5종으로 확대,0
1024,버거킹 햄버거 2개 5천원 프로모션 앵콜 진행,0
1025,버거킹 강아지 간식 독퍼를 공짜로 성분가격은 5월 행사 메뉴에 딜리버리,0
1026,오늘의 유통 단신 KTG 잎담배 수확 봉사활동 外,1
1027,버거킹 론칭 35주년 기념 와퍼주니어 11 행사,0
1028,그린피스 아마존 쇠고기 수입 중단하라”,-1
1029,버거킹 인종차별 논란 젓가락으로 햄버거를,-1
1030,버거킹 인종차별 논란 젓가락으로 햄버거를,-1
1031,버거킹이 언해피밀 출시하자 맥도날드가 보인 반응,1
1032,바닥 닦던 대걸레로 테이블을美 버거킹 매장 용납될 수 없는 잘못 사과,0
1033,버거킹 뜨거운 여름 시원한 가격 할인 와퍼 3500원’ 판매,0
1034,식품 단신 CU·에비스맥주·세븐일레븐 外,0
1035,버거킹 35주년 프로모션 14일까지 진행프리미엄 버거 2개가 5000원’,0
1036,버커킹 사딸라 통했다누적 판매량 1천만 개 돌파,1
1037,돌체앤가바나 이어 버거킹까지 황당한 인종차별 광고 뭇매 맞는 글로벌 브,0
1038,칸 라이언즈 2019 올해의 크리에이티브 브랜드 수상한 버거킹,1
1039,버거킹이 만든 반려견 간식 독퍼’ 사람이 먹어보면 맛이 궁금해,0
1040,푸드e트렌드피자·햄버거더위 물리칠 푸짐한 이벤트,1
1041,이번 주 일요일23일까지 버거킹 2개 5000원에 먹을 수 있다,0
1042,젓가락으로 햄버거를버거킹 인종차별 광고 논란,-1
1043,월간십일절 버거킹 놓쳤으니 빕스라도 어플이 있어야만,0
1044,버거킹 딜리버리 서비스 이용 고객 대상 반려견 간식 독퍼Dogpper’ 무료,0
1045,프랜차이즈 단신 더본코리아·버거킹·파스쿠찌,0
1046,월간십일절 빕스 11시부터 연어 특별전 이용권 1100원 판매에어팟 2세대·,0
1047,살 포동 오른 ’가짜 고기 시장한국에서 가능성은,0
1048,버거킹 고기 없는 인공 고기 햄버거 출시,1
1049,배달의 민족 7월 이벤트 정리쿠폰북 2배 치킨·버거킹 할인,0
1050,고기 0 햄버거이제 채식주의자도 버거킹 간다,0
1051,재계 뉴 리더 두산그룹 박정원 회장상 미완의 중공업기업 완성’이 최대,0
1052,뜨거워진 가성비 버거 전쟁싸야 먹힌다,0
1053,버거킹 딜리버리 고객에 독퍼 무료 증정와퍼 먹을 때 반려견 눈치 보지,0
1054,버거킹 프로모션 어셈블 두 번째 킹스위크 와퍼주니어 1900원’ 판매,0
1055,오늘의 유통 단신 버거킹 독퍼 무료증정 이벤트 열어 外,0
1056,버거킹 몬스터 시리즈 출시 1년만에 1천1백만개 판매,1
1057,2년 공들인 버거킹 새 와퍼풍미 폭발 칠리소스 핵심”,0
1058,11번가 9월 월간 십일절 프로모션 실시e쿠폰 최대 90 할인 판매,0
1059,오는 일요일26일까지 버거킹 통새우와퍼주니어치즈와퍼주니어 단돈 5천원,0
1060,버거킹 몬스터 시리즈 1주년론칭 이후 1100만 개 판매 돌파,1
1061,오는 일요일26일까지 버거킹 통새우와퍼주니어치즈와퍼주니어 단돈 5천원,0
1062,월간십일절 버거킹 반값에 쏜다 ··· 50 할인 마감 임박,0
1063,버거킹 사딸라올데이킹ALL DAY KING’이모티콘 무료 배포,0
1064,6월 마지막 주 놓치지 말아야 할 버거킹 롯데리아 KFC 행사는,0
1065,맥도날드와 버거킹 햄버거에 들어가기 시작한 식물성 고기’,0
1066,젓가락으로 햄버거를 버거킹 광고 뉴질랜드서 인종차별 논란,-1
1067,버거킹 콰트로치즈와퍼·치즈와퍼 할인 판매 이벤트,0
1068,버거킹 독퍼반려견 간식 무료 증정 10일간 배달 주문 고객 대상,0
1069,칸 라이언즈 2019 그랑프리 수상소감 밝히는 페르난도 마차도 버거킹 CMO,1
1070,칸 라이언즈 2019 그랑프리 수상소감 밝히는 페르난도 마차도 버거킹 CMO,1
1071,버거킹 세 번째 킹스위크 인기 버거 메뉴 3종 대상 2개에 5000원통새우와,1
1072,버거킹 인기메뉴 2가지를 5000원에 즐기는 프로모션,1
1073,버거킹 인기 치킨버거 3종 세트업 프로모션 실시,1
1074,버거킹 한국진출 35주년 프로모션 인기메뉴 최대 45 할인혜택 제공,1
1075,버거킹 정통 미국 남부의 맛 재현한 볼케이노칠리와퍼 볼케이노칠리X 무,0
1076,오늘의 유통 소식 롯데푸드 베트남 전용 분유 뉴본 론칭 外,0
1077,더벨어피니티 인수후 실적 악화 버거킹 작년 흑자전환 성공,0
1078,부산국제광고제 블랭크 에디션등 올해의 그랑프리 2편 발표,0
1079,월간십일절 버거킹 못샀으니 빕스라도 구입 방법은,0
1080,월간십일절 버거킹 못샀으니 빕스라도 구입 방법은,0
1081,버거킹 비프칠리 소스에 할라피뇨 더한 볼케이노칠리와퍼 출시,1
1082,버거킹 35주년 기념 인기메뉴 3종 대상 2개에 5000원 프로모션,1
1083,버거킹 와퍼 불고기와퍼 3500원오늘3일부터 9일까지,0
1084,고기 너머,0
1085,버거킹 올데이킹 5종으로 확대 리뉴얼,0
1086,기후 정의를 말한다 조아라 워라밸 만큼 중요한 클라밸 기후변화와 삶,0
1087,브랜드 시대 정신 담은 스토리텔링으로 가치 전할 때 김효진 HS애드 CD,0
1088,식품 단신 세븐일레븐·스타벅스·bhc치킨 外,0
1089,꿀할인꿀이벤 에뛰드하우스·이니스프리·롭스·빕스·버거킹– 6월 24일,0
1090,꿀할인꿀이벤 에뛰드하우스·이니스프리·롭스·빕스·버거킹– 6월 24일,0
1091,르포 주머니 얇은 대학생·바쁜 직장인 가성비 버거’에 반했다,0
1092,英 초등학생들 해피밀 장난감 없애주세요 청원 올려 화제,0
1093,버거킹 광고에 젓가락 썼다 인종차별 뭇매,0
1094,11번가 9월 십일절 추석 e쿠폰 할인 이벤트 실시,0
1095,푸드테크 버거킹 가짜고기로 만든 햄버거 판다,0
1096,롯데리아·맥도날드·버거킹 6월 행사 롯데리아 토이스토리 피규어 출시 버거,1
1097,버거킹 비프칠리 소스할라피뇨 볼케이노 칠리와퍼 출시,1
1098,버거킹 맥도날드 해피 밀’ 겨냥 무디 밀’ 한정판 출시,1
1099,버거킹 35주년 기념 KING’S CHOICE’ 인기메뉴 2개에 5000원,1
1100,버거킹 35주년 기념 KING’S CHOICE’ 인기메뉴 2개에 5000원,1
1101,3조 시장 잡아라유통업계 펫펨족 겨냥 이색 마케팅 눈길,0
1102,버거킹 식물성 고기 버거 임파서블 와퍼 인기,1
1103,버거킹 35주년 기념 인기메뉴 3종 대상 2개에 5000원 프로모션 진행,1
1104,버거킹 트러플 향과 진한 꿀맛이 조화로운 아이스크림 신메뉴 트러플허니 ,1
1105,젓가락으로 햄버거를 왜 먹어 버거킹 광고 인종차별 논란,-1
1106,버거킹 35주년 기념 2탄 와퍼주니어 11 판매,0
1107,오늘의 유통 단신 애경 루나 매트 틴트 레더 출시 外,1
1108,버거킹 올데이킹ALL DAY KING 사딸라 5종으로 확대 리뉴얼,0
1109,세계 최고 광고제 칸 라이언즈가 주목한 올해 트렌드 3가지 김윤호 제일기,1
1110,세계 최고 광고제 칸 라이언즈가 주목한 올해 트렌드 3가지 김윤호 제일기,1
1111,커넥츠 자단기 8월 정기 기사·한국사능력검정 합격 확인 서비스 진행,0
1112,버거킹 식물성 고기 버거 출시 임파서블 와퍼,1
1113,버거킹 14일까지 인기메뉴 2개 5000원 구매할 수 있는 프로모션 진행,1
1114,식물성 고기 시장 전통 육류 넘보나미국서 급속 확대,0
1115,버거킹 와퍼 단품 3500원 프로모션 실시,0
